LON,LAT,NUMBER,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
-96.0563297,29.6272765,5803,Commerce Street,,WALLIS,,,,,702c5f2ed92f4eac
-96.0659295,29.6273464,501,South First Street,,WALLIS,,,,,e3faa993159fecef
-96.0590664,29.6273074,6007,Gresham Street,,WALLIS,,,,,cff05da4e9e1f8e6
-95.9496945,29.6235598,,,,,,,,,4aa1a41bee24e843
-96.0602923,29.6272008,6028,Dubose Street,,WALLIS,,,,,5ba925545ccfa216
-96.0526936,29.6271076,103,North 11th Street,,WALLIS,,,,,d77a8a86a8c3c35a
-96.0626661,29.6272324,6224,Bowers Street,,WALLIS,,,,,00fc49cb0903ecc8
-96.1180766,29.6282554,3103,West Fm 1093,,WALLIS,,,,,e673fcd6d3cc1fd1
-96.0760142,29.6275866,7110,Janicek Street,,WALLIS,,,,,af7867fc1f55264e
-96.0739671,29.6269914,7203,Hwy60,,WALLIS,,,,,fe48e518ba3ac2e3
-96.0770642,29.6275893,7127,Janicek Street,,WALLIS,,,,,53b1e84358ffa6a4
-96.0662305,29.6273876,503,Darlene Lane,,WALLIS,,,,,b035c087ce50ce95
-96.0571513,29.6271209,0,Gresham Street,,WALLIS,,,,,3cf82705a6063210
-96.0558964,29.6270863,5723,Commerce Street,,WALLIS,,,,,459a8c88e41f92ac
-96.0598923,29.6273382,,,,,,,,,05f3860e6b760938
-96.1079441,29.628398,0,West Fm 1093,,WALLIS,,,,,cd5d022946b1bd6d
-96.0585684,29.6271319,5923,Gresham Street,,WALLIS,,,,,d6fe8bef01e45dbb
-96.0638269,29.6272744,6317,Bowers Street,,WALLIS,,,,,c642ed215e5c3715
-96.0723086,29.6273748,7231,Highway 60,,WALLIS,,,,,e9fd6910dc144e4d
-96.1174805,29.628217,3055,West Fm 1093,,WALLIS,,,,,7a1d595fa7c8ff07
-96.0600943,29.6270795,6026,Dubose Street,,WALLIS,,,,,a2d15e6631711268
-96.0613515,29.627058,6119,Dubose Street,,WALLIS,,,,,9e80e43c9cc4b6c5
-96.0777345,29.62755,7210,Mikes Street,,WALLIS,,,,,11696585f0bf6d3d
-96.0596852,29.6272294,6021,Gresham Street #6,,WALLIS,,,,,a6f14226a728b90e
-96.0711131,29.626926,7304,Highway 60,,WALLIS,,,,,67ad1baa52d5987a
-96.0584011,29.6270602,5919,Gresham Street,,WALLIS,,,,,3f13cf93e190ee0b
-96.0756905,29.6273964,7102,Janicek Street,,WALLIS,,,,,55cf35b48b81d9b0
-96.0556474,29.6269757,5713,Commerce Street,,WALLIS,,,,,78794e24c03c1649
-96.0568532,29.6269923,5810,Gresham Street,,WALLIS,,,,,0482a7553719e074
-96.07673,29.6273944,7119,Janicek Street,,WALLIS,,,,,abf3f623b3222744
-96.0622546,29.6269851,6212,Bowers Street,,WALLIS,,,,,57985011bf5eefbb
-96.058231,29.6269856,5911,Gresham Street,,WALLIS,,,,,07c57dec62600f59
-96.1005284,29.6222568,2519,Norcross Road,,WALLIS,,,,,d6f82900c889dcec
-96.055396,29.6268665,5703,Commerce Street,,WALLIS,,,,,b4b42d15592a9db5
-96.063544,29.6271103,6313,Bowers Street,,WALLIS,,,,,768a6653da265bae
-96.0567243,29.6269352,5806,Gresham Street,,WALLIS,,,,,071ed25ef928bc4d
-95.9606143,29.6243442,,,,,,,,,fa6d80dffea4dd8b
-95.9588159,29.6236374,,,,,,,,,b689c1e608dc714e
-96.0724465,29.6272028,7227,Highway 60,,WALLIS,,,,,98b51653de4cb23f
-96.0638346,29.6269978,406,South 3rd Street,,WALLIS,,,,,20ea066eb1fb269a
-95.9746179,29.6251151,,,,,,,,,54030152ef160f28
-96.0566002,29.6268848,5802,Gresham Street,,WALLIS,,,,,9fb5feccbf3cef7b
-96.0579758,29.6268747,0,Gresham Street,,WALLIS,,,,,77458ef9b9a61521
-96.0772964,29.6272903,7126,Mikes Street,,WALLIS,,,,,77e61f687797330a
-96.0592385,29.6269989,0,South 6th Street,,WALLIS,,,,,46251b34a070377c
-96.0753465,29.6271988,7026,Janicek Street,,WALLIS,,,,,f63c6ad98b95da2f
-96.0781558,29.6271633,7211,Mikes Street,,WALLIS,,,,,db55315e877bf7eb
-96.0610693,29.6268892,6111,Dubose Street,,WALLIS,,,,,a7abef9c4fd9bc62
-96.0763799,29.6271906,7115,Janicek Street,,WALLIS,,,,,c4896997bfd5ba4f
-96.062611,29.6257209,0,Melnar Road,,WALLIS,,,,,dacb114b3f83d4c4
-96.0608646,29.6267639,6103,Dubose Street,,WALLIS,,,,,084506a31a79f8f4
-96.0725632,29.6270465,7223,Highway 60,,WALLIS,,,,,33e784689dfdcddf
-96.0562161,29.6267137,5726,Gresham Street,,WALLIS,,,,,5205a630c368397a
-96.1073538,29.6248891,2535,Norcross Road,,WALLIS,,,,,3c5fd326098d8dac
-96.063172,29.6267579,6223,Bowers Street,,WALLIS,,,,,b5cc5e241ef86ea1
-96.0548555,29.6266877,5625,Commerce Street,,WALLIS,,,,,d5b72ccca8d90a59
-96.0769641,29.6270933,7120,Mikes Street,,WALLIS,,,,,52afabe1d1d28196
-95.9934193,29.6247963,,,,,,,,,eb6a5a91d520fbbc
-96.0560457,29.6266398,5718,Gresham Street,,WALLIS,,,,,132d594b9dce333f
-96.0749868,29.6269854,7018,Janicek Street,,WALLIS,,,,,6881c3e39a0b03a2
-96.0617608,29.6266652,327,South 4th Street,,WALLIS,,,,,e51924ba1c63ab1c
-96.0547134,29.6265674,5619,Commerce Street,,WALLIS,,,,,08a5d2838eff475e
-96.0588529,29.6267246,0,South 6th Street,,WALLIS,,,,,b9361bb78c1a92ca
-96.1040245,29.6275585,2529,Norcross Road,,WALLIS,,,,,b88205ce6910750a
-96.0760126,29.6269772,7103,Janicek Street,,WALLIS,,,,,582def0dcc8d5c34
-95.9746154,29.6248129,,,,,,,,,1a71c7a70f20c591
-96.055796,29.6265305,5706,Gresham Street,,WALLIS,,,,,7b6dcab8857676f8
-96.0888593,29.6231718,0,Norcross Road,,,,,,,86ad363dfaa09b76
-96.0587215,29.6266579,217,South 6th Street,,WALLIS,,,,,85a2842254dc03a7
-96.0544591,29.6264544,5611,Commerce Street,,WALLIS,,,,,353719077f9e8b11
-96.0628953,29.6265929,6221,Bowers Street,,WALLIS,,,,,74503460bba757c2
-96.0604843,29.6265368,6027,Dubose Street,,WALLIS,,,,,97713a36a02cb01a
-96.0765194,29.6256115,0,Highway 60,,WALLIS,,,,,aa751aa95b5788c7
-96.058625,29.6266081,217,South 6th Street,,WALLIS,,,,,84d26725d55adf37
-96.0766129,29.6268861,7110,Mikes Street,,WALLIS,,,,,9ee25ad496db8e0f
-96.0184437,29.6258015,,,,,,,,,2c1e98de9002f7d3
-96.0583526,29.6264699,215,South 6th Street,,WALLIS,,,,,41a9cb282c43bb60
-96.0614797,29.6264967,6110,Bowers Street,,WALLIS,,,,,bdb5364f11c2be3d
-96.0555442,29.6264209,118,South 9th Street,,WALLIS,,,,,bcfdb326a0ce417c
-96.0776227,29.6268523,7127,Mikes Street,,WALLIS,,,,,e0d06c18bbc9bd29
-96.0746412,29.626787,7010,Janicek Street,,WALLIS,,,,,9942ba58614c8848
-96.0570058,29.6264367,5809,Gresham Street,,WALLIS,,,,,47ff4ad92b733c5f
-96.0549563,29.6265094,111,South 9th Street,,WALLIS,,,,,a008fad25f2e20c5
-96.0542055,29.6263465,5603,Commerce Street,,WALLIS,,,,,50caffb54f12a1cd
-96.0756517,29.626766,7027,Janicek Street,,WALLIS,,,,,3b731996668ad4d5
-96.058896,29.6262478,217,South 6th Street,,WALLIS,,,,,b0cab31eadd1b6d5
-96.0185079,29.6251628,,,,,,,,,fb7b4e6956b60831
-96.1026559,29.6267628,0,Norcross Road (Off Of),,WALLIS,,,,,105d7dbeeaa75a68
-96.0626241,29.6264301,6211,Bowers Street,,WALLIS,,,,,23ddf1dfd9061f21
-96.0568905,29.6263888,5807,Gresham Street,,WALLIS,,,,,f12f3fd78e443c67
-96.060203,29.6263661,6015,Dubose Street,,WALLIS,,,,,6f8e38b962db9d87
-96.0568467,29.6263694,202,South 8th Street,,WALLIS,,,,,6d6bee177c5696af
-96.0567988,29.626347,202,South 8th Street,,WALLIS,,,,,fdab67c39e84cf21
-96.0611863,29.6264792,6106,Bowers Street,,WALLIS,,,,,d6848b142c611217
-96.0762461,29.6266684,7102,Mikes Street,, ,,,,,f725212337a4566d
-96.0537715,29.6261922,5523,Commerce Street,,WALLIS,,,,,04d208e41ef39e45
-96.0042622,29.6238875,,,,,,,,,ce215f5c9d2489a1
-96.0033528,29.6240411,,,,,,,,,cf3bdbd8424a7951
-96.0551154,29.6262284,5622,Gresham Street,,WALLIS,,,,,f8e773d2cdbb35a1
-96.0772848,29.6266541,7119,Mikes Street,,WALLIS,,,,,cf937094688f0276
-96.0742815,29.6265766,7000,Janicek Street,,WALLIS,,,,,07d01c02740b4591
-96.0564858,29.6262334,5723,Gresham Street,,WALLIS,,,,,2bc27fe9c5d7419a
-96.0717061,29.626252,7226,Highway 60,,WALLIS,,,,,f773bd02c2b577ea
-96.061133,29.6262864,6102,Bowers Street,,WALLIS,,,,,2bf19d6c042efb36
-96.0645255,29.6232597,402,Coufal Road,,WALLIS,,,,,e7317f5f0dc68f5b
-96.05999,29.6262371,6011,Dubose Street,,WALLIS,,,,,7c047b2c15214f73
-96.0752867,29.6265529,7019,Janicek Street,,WALLIS,,,,,edbfc4bc30afff1a
-96.0574229,29.626028,208,South 8th Street,,WALLIS,,,,,46ab6b0d84465c39
-96.0548622,29.6261115,5616,Gresham Street,,WALLIS,,,,,ef6a01929ef240ca
-96.0563562,29.6261781,5719,Gresham Street,,WALLIS,,,,,333e955a5138f171
-96.0131041,29.6239762,,,,,,,,,27b72f5698bf39b9
-96.0533362,29.6259994,5503,Commerce Street,,WALLIS,,,,,ee1cb694dbac8cdf
-96.0562699,29.6261401,5715,Gresham Street,,WALLIS,,,,,7f7b418a97705dc7
-96.014711,29.6229414,,,,,,,,,74948f691e8a1e50
-96.0613352,29.6262879,6106,Bowers Street,,WALLIS,,,,,ba68b7f9fcd34004
-96.0620936,29.6262844,6123,Bowers Street,,WALLIS,,,,,d926a8dba59d05d6
-96.0597763,29.626106,6007,Dubose Street,,WALLIS,,,,,ad35c01f00b4a273
-96.0561274,29.6260754,5705,Gresham Street,,WALLIS,,,,,21da34343e8f75bd
-96.0585436,29.6260458,0,Demel Street,,WALLIS,,,,,36f1ad6e01dc03ab
-96.075954,29.6264947,7026,Mikes Street,,WALLIS,,,,,9d0894805519cefd
-96.0608282,29.626098,6026,Bowers Street,,WALLIS,,,,,e218103e7099826c
-96.0769381,29.6264476,7111,Mikes Street,,WALLIS,,,,,4cf463fb0f9811f6
-96.0546072,29.6259978,5610,Gresham Street,,WALLIS,,,,,fd7bc4cc105bded5
-95.996732,29.6245002,,,,,,,,,cf47ab4d13a4c125
-96.0781928,29.6233805,0,Highway 60,,WALLIS,,,,,b53df128c7f9db43
-96.0560264,29.6260273,0,Gresham Street,,,,,,,d6f7ccaed23af5c0
-96.073821,29.626284,7131,Highway 60,,WALLIS,,,,,ee728bc05d919012
-96.0583943,29.6259615,0,Demel Street,,WALLIS,,,,,ca272a52af562a8f
-96.0558562,29.6259516,5703,Gresham Street,,WALLIS,,,,,13b388eebd1172f0
-96.0748313,29.6262868,7011,Westfront Street,,WALLIS,,,,,abf66bd34f39f8d9
-96.0544408,29.6259243,5602,Gresham Street,,WALLIS,,,,,00e38ce8b78ed3d8
-96.0622462,29.626089,401,South 4th Street,,WALLIS,,,,,48aeb8d77b22d2b9
-96.0619049,29.6260005,6119,Bowers Street,,WALLIS,,,,,a635dc0c4df383e6
-96.0757134,29.6263519,7022,Mikes Street,,WALLIS,,,,,b9e152e16c60c212
-96.0537093,29.624801,0,Fm 1952,,WALLIS,,,,,d1a766c0fe7f0580
-96.0580049,29.6257386,0,Demel Street,,WALLIS,,,,,546bb662a859e2a5
-96.0529452,29.6258277,5415,Commerce Street,,WALLIS,,,,,d8a24e8f4dacdf51
-96.0605489,29.6259289,6016,Bowers Street,,WALLIS,,,,,5f94f5515ac76754
-96.0592714,29.6259729,305,South 6th Street,,WALLIS,,,,,508dec541fca12bf
-96.0735008,29.6261435,7135,Highway 60,,WALLIS,,,,,732616bf7a1f0f96
-95.9398862,29.6206549,,,,,,,,,eed0bbf7814f00d1
-96.0765693,29.6262298,7103,Mikes Street,,WALLIS,,,,,d2ac1641f948731d
-96.0525468,29.6256573,5403,Commerce,,WALLIS,,,,,6ec0f299bf2fe798
-96.056727,29.6258015,5723,Gresham Street,,WALLIS,,,,,d2494e91c20b056a
-96.0754644,29.6262057,7018,Mikes Street,,WALLIS,,,,,584b5c0ecc102a9e
-96.0616974,29.6258754,6115,Bowers Street,,WALLIS,,,,,f67aba1994782615
-96.0720273,29.6258496,7138,Highway 60,,WALLIS,,,,,adbdc6860b75b2ab
-96.0550366,29.625048,5614,Demel Street,,WALLIS,,,,,df721059f3e6d045
-96.0602945,29.625775,6004,Bowers Street,,WALLIS,,,,,d3234abb62605e1b
-96.0566032,29.6257441,5718,Demel Street,,WALLIS,,,,,a1030c4080b6a5ff
-96.1384437,29.6270703,0,West Fm 1093,,WALLIS,,,,,f58b3ba259bf15ea
-96.0739381,29.6256943,6908,Westgate Street,,WALLIS,,,,,7420962a14c1815d
-96.0564772,29.6256892,0,Demel Street,,WALLIS,,,,,0f2e4ecb836635e8
-96.0185656,29.6205861,,,,,,,,,6058a603ee14eec9
-96.0615623,29.6257899,6111,Bowers Street,,WALLIS,,,,,c397ea49ce8c23c2
-96.0587869,29.6253441,315,South 6th Street,,WALLIS,,,,,ff9464c005c101d7
-96.0750715,29.6259727,7010,Westfront Street,,WALLIS,,,,,aeb8e0617bff5edb
-95.9633424,29.6234487,,,,,,,,,b91a90708ea6e3b5
-95.9605991,29.623477,,,,,,,,,f03ce6df40dd8313
-96.0563106,29.6256097,0,Demel Street,,,,,,,d7c86d298129b8ab
-96.0762237,29.6260228,7025,Mikes Street,, ,,,,,eda2685070bdedc7
-96.0600683,29.6256369,330,South 6th Street,,WALLIS,,,,,ca6bda6834a69a2e
-96.0732015,29.625971,7139,Highway 60,,WALLIS,,,,,fa69671f9509ba7d
-96.0516224,29.6231002,423,Fm 1952,,WALLIS,,,,,7199b0310130b01b
-96.0574223,29.625406,0,Demel Street,,WALLIS,,,,,1f66d9dafb6a201b
-96.0561872,29.6255523,0,Demel Street,,WALLIS,,,,,a4aa5c417c0db4c7
-96.0200468,29.6248969,,,,,,,,,66e37341eebcafe2
-96.0612598,29.6256162,6031,Bowers Street,,WALLIS,,,,,5d6e11ac0e4d271f
-96.0560652,29.625496,222,South 9th Street,,WALLIS,,,,,6b8c19dbf0a3ac7c
-96.0197475,29.6248507,,,,,,,,,c12038171f23b22c
-96.0197584,29.6207188,,,,,,,,,8e41d4c609783d01
-96.046441,29.6247401,646,Wallis Concrete Road,,WALLIS,,,,,eb7ad5f61706164b
-96.0212112,29.6208968,,,,,,,,,f6d05d526278133f
-96.0611222,29.6255314,6027,Bowers Street,,WALLIS,,,,,b7c40001df34f37d
-96.075889,29.6258251,7017,Mikes Street,,WALLIS,,,,,7af5df944f64f8cc
-95.9907467,29.6235967,,,,,,,,,76a7fd41b99dfc10
-95.9772988,29.6235613,,,,,,,,,80a0ec870e217636
-95.9650207,29.6229377,,,,,,,,,17958c5e83803955
-96.072325,29.6254677,7142,Highway 60,,WALLIS,,,,,31fe2d8d878365b7
-95.9930937,29.6235483,,,,,,,,,b4b9716dd8087370
-96.0609118,29.6254063,6015,Bowers Street,,WALLIS,,,,,92dcc6c2d223ff02
-96.0195502,29.6247089,,,,,,,,,824515e9df2d2cac
-95.9698274,29.623016,,,,,,,,,1f6d7e5c90fa5edd
-96.0194531,29.624709,,,,,,,,,4dbdea3b5be2c07c
-96.057018,29.6251762,5719,Demel Street,,WALLIS,,,,,c6744951eb94707d
-95.9955789,29.6234779,,,,,,,,,31be49479d6f1867
-96.0755435,29.6256204,7011,Mikes Street,,WALLIS,,,,,3d7040d8d7c4df64
-95.9968114,29.623448,,,,,,,,,bcd0b722ed94f6c6
-96.0596793,29.6252256,331,South 6th  Street,,WALLIS,,,,,8cf3d9f7428d9770
-96.0605665,29.6252008,6003,Bowers Street,,WALLIS,,,,,0929f671b23ae57c
-96.0228543,29.6206882,,,,,,,,,c5baa1ffb2118457
-95.9605891,29.6228991,,,,,,,,,d686177f9b1c1327
-96.1004309,29.6254425,0,Norcross Road (Off Of-Private Drive,,WALLIS,,,,,25e6acd9c6f64273
-96.1036675,29.6222209,2533,Norcross Road,,WALLIS,,,,,71f29687cdba012a
-96.0573922,29.6246604,402,South 9th Street,,WALLIS,,,,,062f892c6d16d5ef
-96.056745,29.6250203,0,Sixth Street,,WALLIS,,,,,ebf76e2993ea09e1
-96.0752004,29.6254183,0,Westgate Street,,WALLIS,,,,,77786876d4ff1f39
-96.0729171,29.6247037,7146,Highway 60,,WALLIS,,,,,fd1926acc9faab35
-96.056467,29.624855,5707,Demel Street,,WALLIS,,,,,c22976d34f4c2e5c
-96.0744594,29.6250367,6901,Westgate Street,,WALLIS,,,,,82ccc2165be220c9
-96.1296875,29.6255594,3878,West Fm 1093,,WALLIS,,,,,d3a2e919c5e43605
-96.0578088,29.6235995,419,South 6th Street,,WALLIS,,,,,f16af0ec0652e7e2
-96.0359001,29.62301,0,Highway 36 South,,WALLIS,,,,,71ae3b404e7eac6b
-95.9943718,29.6232699,,,,,,,,,84e5de888143656e
-96.0560632,29.6247048,5627,Demel Street,,WALLIS,,,,,422f0ba1c0d1d470
-96.0020744,29.6232553,,,,,,,,,26c535871e1f2af0
-96.131253,29.6246795,3880,West Fm 1093,,WALLIS,,,,,86d40f959fa272af
-96.0599506,29.6247076,419,South 6th Street,,WALLIS,,,,,e1fa9122a9701475
-96.0706057,29.6221798,0,Coufal Road (Off Of),,WALLIS,,,,,fdff549882976295
-96.0558977,29.624608,5623,Demel Street,,WALLIS,,,,,1fc6865cd6085791
-95.9781624,29.6216591,,,,,,,,,57056aed0c910063
-96.133194,29.6255257,3994,West Fm 1093,,WALLIS,,,,,a61cef2e995fa839
-95.9569091,29.621147,,,,,,,,,e67555dab7f9ad73
-96.0557518,29.6244276,0,Demel Street,,WALLIS,,,,,de0665c7923804f2
-96.1333501,29.6245861,0,Fm1093,,BENARD,,,,,e4f71024c811e880
-95.9605816,29.6224524,,,,,,,,,44c8d1d138c522b6
-95.9496594,29.621093,,,,,,,,,3386b213edb7c55c
-95.9645658,29.6220496,,,,,,,,,ca65642c860df919
-96.0554873,29.6242022,0,Demel Street,,WALLIS,,,,,e27ecf780baca586
-95.9816082,29.6206783,,,,,,,,,466b134029f9997b
-95.9809633,29.6208866,,,,,,,,,4bcc7efad0e94378
-96.0601044,29.6243627,507,South 6th Street,,WALLIS,,,,,0c23ad449ffca40b
-96.1374664,29.6225023,0,West Fm 1093,,WALLIS,,,,,44b7b8240d4046e7
-96.0486406,29.6240109,15709,Highway 36 South,,WALLIS,,,,,c32685ca70d5a4a4
-95.9838769,29.6210202,,,,,,,,,8308162f78c7c88f
-96.0561335,29.6244012,0,South 9th Street,,WALLIS,,,,,dbf75e77ee2ecc18
-95.9605737,29.6220002,,,,,,,,,1cee6a1a252908d1
-95.985131,29.62101,,,,,,,,,19947af63329c84c
-95.9859376,29.6210163,,,,,,,,,223c56ad5f805e70
-96.0561141,29.6241549,407,South 9th Street,,WALLIS,,,,,c45cdbe34c4a6b49
-96.0481986,29.6239265,15743,Highway 36 South,,WALLIS,,,,,50e18d92c32ef75e
-95.9698175,29.62198,,,,,,,,,10ef88924a3e4e8a
-95.9867144,29.6209742,,,,,,,,,52c3f270d9198215
-95.9871565,29.6209864,,,,,,,,,9533a6c52dbb956e
-95.9880939,29.6209364,,,,,,,,,417d7931e9e0f357
-96.0483981,29.6235377,15761,Highway 36 South,,WALLIS,,,,,f09c726a451d99dd
-96.0480484,29.6213221,0,Highway 36,,,,,,,54a14aa09553f5e5
-95.9894139,29.620887,,,,,,,,,5dbab7044adbc915
-96.0572177,29.6241476,406,South 9th Street,,WALLIS,,,,,bfcd8abba6448087
-96.0475022,29.6231933,15763,Highway 36 South,,WALLIS,,,,,af8515da62de1a9a
-96.0598875,29.6213821,549,Coufal Road,,WALLIS,,,,,ba7198d16160295f
-95.9903433,29.6221934,,,,,,,,,0f17f00f2f6d78d8
-95.9904773,29.61858,,,,,,,,,8839417b5393725d
-95.9914091,29.6188767,,,,,,,,,8d0d0532e4d41fbd
-95.9923183,29.6188994,,,,,,,,,74404de79e339a51
-96.047125,29.6215036,,,,,,,,,adf6b3c2bbff9808
-96.046815,29.6232639,15845,Highway 36 South,,WALLIS,,,,,44ffca4742c9c485
-95.9932151,29.6188674,,,,,,,,,ef487891618d7b0e
-96.0548536,29.6238339,5518,Demel Street,,WALLIS,,,,,2a649d5ddc3f2bd8
-96.0572183,29.623736,410,South 9th Street,,WALLIS,,,,,ab2c66c99d34221a
-95.9939653,29.6220017,,,,,,,,,60b83466e26486d0
-96.0735988,29.6238386,0,Highway 60,,WALLIS,,,,,0b3226df850bb77e
-96.0557663,29.6238161,5614,Henry Street,,WALLIS,,,,,dda656cf80c20264
-96.0554846,29.6237683,5602,Henry Street,,WALLIS,,,,,f30cf7e5e5988769
-96.0561275,29.6238134,5626,Henry Street,,WALLIS,,,,,253e0b3b9a68939c
-95.9942057,29.6184636,,,,,,,,,a18214f4e667600d
-95.9950915,29.6187759,,,,,,,,,6d734df0370b4e67
-95.9958311,29.6207772,,,,,,,,,2fc8967d6b136705
-96.04594,29.621422,15875,Highway 36 South,,WALLIS,,,,,33fd558e772a1b30
-95.9966701,29.6221421,,,,,,,,,4b1f97603d855638
-96.0839536,29.6198305,0,Highway 60,,WALLIS,,,,,5effc78b17337b7d
-95.9991443,29.62067,,,,,,,,,213a17605049e89b
-95.9731618,29.6199149,,,,,,,,,e630f748e7bd56f2
-95.9605649,29.6214844,,,,,,,,,3df28b79070c566f
-95.9610675,29.6214752,,,,,,,,,af751dd7206b7015
-96.0026111,29.6221017,,,,,,,,,1de182aa06390570
-95.9662183,29.6210606,,,,,,,,,66aed1ae6bd37d64
-96.0549336,29.6230373,5414,Demel Street,,WALLIS,,,,,db2a0b85e0314813
-96.0131321,29.6214174,,,,,,,,,df26a8f04e16b97a
-96.0429134,29.6209357,0,Highway 36 South,,WALLIS,,,,,20887f2976cbf3d9
-96.0554591,29.6233286,5603,Henry Street,,WALLIS,,,,,00ee16d5514a5650
-96.055846,29.6232814,5619,Henry Street,,WALLIS,,,,,4c05198ec034f08f
-96.0724962,29.6232137,0,Highway 60 (Off Of),,WALLIS,,,,,0eccf80342fd83c7
-96.0561844,29.6232749,5627,Henry Street,,WALLIS,,,,,5923b35a291d7cf4
-95.9605613,29.6212524,,,,,,,,,69b57abab7a9b85b
-96.069121,29.6213414,333,South 2nd Street,,WALLIS,,,,,79f9dd0b4c28004f
-95.9605535,29.6209425,,,,,,,,,89dd17a7029f4e6a
-95.9608499,29.6209299,,,,,,,,,b0681a4cc7625dd0
-96.0554507,29.6230384,5411,Demel Street,,WALLIS,,,,,d203d63cee949acb
-95.9968126,29.6184171,,,,,,,,,904fa3a9c2bea5b9
-96.1056605,29.6236344,2533,Norcross Road,,WALLIS,,,,,c0738c86b672bf06
-96.0554372,29.6226261,5321,Demel Street,,WALLIS,,,,,076b728ac680a190
-96.0028734,29.6202475,,,,,,,,,d7d276b2845fead8
-96.0729626,29.6226192,0,Highway 60 (Off Of),,WALLIS,,,,,46bfb88e68673c27
-95.9605409,29.6202464,,,,,,,,,c84faa833965ea97
-95.9659391,29.6196629,,,,,,,,,592e148fc23e399d
-95.9476044,29.616168,,,,,,,,,b948e2f87fcdec45
-96.0558296,29.621991,5309,Demel Street,,WALLIS,,,,,5a9f32372bd645c4
-95.9503351,29.6189587,,,,,,,,,76323476a8a2eed6
-96.0805962,29.6204822,0,Highway 60,,WALLIS,,,,,841c2052de9fabe8
-96.0389822,29.6165042,0,Highway 36 South,,WALLIS,,,,,5c8ff47b517d3ea0
-96.0568701,29.6218462,5309,Demel Street,,WALLIS,,,,,7778b0de4c45b95d
-95.9523734,29.6189287,,,,,,,,,215459760afdc76d
-95.9541121,29.6188004,,,,,,,,,f1ecd6ee75360abe
-95.9555453,29.6175724,,,,,,,,,6bf8c959ae30f8ad
-95.9569889,29.6175573,,,,,,,,,033ceb0db001c6b4
-95.9584402,29.6175353,,,,,,,,,80c0b9807291f506
-95.9771662,29.6197608,,,,,,,,,1bfd79151ca0eff1
-96.0667917,29.6202516,834,Coufal Road,,WALLIS,,,,,6fff6cd07abefdb2
-95.9597408,29.6175314,,,,,,,,,be75d18e75f97b24
-95.960522,29.6193156,,,,,,,,,1bc7d9acdb3e569c
-96.0154846,29.6181736,,,,,,,,,9feddd79af021dcf
-96.0558876,29.6213842,9815,Fm 1952,, ,,,,,f236b584a125e47c
-96.0566185,29.6210461,9845,Fm 1952,,WALLIS,,,,,774aa5b042a7590b
-96.0518245,29.6198464,0,Fm1952,,,,,,,ec1284dfde315d60
-96.0356073,29.6197524,16621,Highway 36 South,,WALLIS,,,,,b8d9c0dc4375dd30
-96.0147488,29.6198024,,,,,,,,,03ad38f7a2b4716d
-96.0132062,29.6180235,,,,,,,,,c739fc3105e838ec
-95.9788211,29.6155134,,,,,,,,,2d91d97c2de5b0aa
-95.9450368,29.6182509,,,,,,,,,96671d7129d63f70
-95.9604713,29.6170163,,,,,,,,,a15e48b3d2e83b1f
-95.9625943,29.6166507,,,,,,,,,44c7e179cc298c9c
-95.9402529,29.6153304,,,,,,,,,25eb689edbabe26d
-96.0556411,29.6206543,9885,Fm 1952,,WALLIS,,,,,499077ea14dd11b9
-95.9854953,29.6125296,,,,,,,,,9a89bb1a799fa190
-95.9684424,29.6166926,,,,,,,,,2827687e142eddf7
-96.0623849,29.6175049,963,Coufal Road,,WALLIS,,,,,aa006c4c016197a2
-96.0570857,29.6191376,0,Fm 1952 (Past Catholic,,WALLIS,,,,,930685099ff542e7
-95.9944553,29.6130033,,,,,,,,,48285881b7edc2c4
-95.9959271,29.6170327,,,,,,,,,f3511c3bf341df08
-95.9503059,29.6170347,,,,,,,,,cf4319818ee82412
-96.0689729,29.6192695,0,Coufal Road (Off Of),,WALLIS,,,,,710b7a0b9906953c
-96.0737982,29.6177853,0,Highway 60 (Off Of),,WALLIS,,,,,c48d4913d75d6eb4
-95.9523588,29.6172178,,,,,,,,,04c3275031f0af2e
-96.0767481,29.6202351,6578,Highway 60,,WALLIS,,,,,a7d57b2c620c1a7e
-96.0930484,29.616677,0,Parma-Brandt Lane (Private Drive Of,,WALLIS,,,,,3a2dc2f1160ed80b
-95.9991873,29.6169065,,,,,,,,,ff6cb31d3d782c9b
-96.0147509,29.6188354,,,,,,,,,adebb34af0542482
-96.0028749,29.6168985,,,,,,,,,ef7bb7f59a9d9c96
-95.9540612,29.6164613,,,,,,,,,863f9068a5dcc2eb
-95.8780212,29.5943938,,,,,,,,,ab946caa2da19ba3
-96.0767781,29.6186757,0,Highway 60,,WALLIS,,,,,22a4e71c9ee50c75
-96.0466572,29.6166865,0,Private Road Off Hwy36,,,,,,,10f03ce43c5f8cde
-96.0468315,29.6185025,15807,Highway 36 South,,WALLIS,,,,,c9f43611b3f18c82
-95.9449712,29.6167889,,,,,,,,,3135e4f7dcc10805
-96.016144,29.6171385,,,,,,,,,f5ea601b6021ac64
-96.0426312,29.6167164,0,Highway 36 South (Off Of),,WALLIS,,,,,c16ce60cacb041c0
-96.0565249,29.6192689,9983,Fm 1952,,WALLIS,,,,,08c4a850b8c6ab4c
